State_abbreviation,State,Plant_county,Burned_coal
AK,Alaska,Aleutians East,
AL,Alabama,Mobile,Yes
AL,Alabama,Etowah,
AL,Alabama,Walker,Yes
TX,Texas,El Paso,
AL,Alabama,Greene,
AL,Alabama,Shelby,Yes
MN,Minnesota,Watonwan,
AL,Alabama,Colbert,
LA,Louisiana,DeSoto,Yes
KY,Kentucky,Clark,
AL,Alabama,Washington,Yes
NE,Nebraska,Hall,Yes
NE,Nebraska,Adams,Yes
AK,Alaska,Juneau,
AK,Alaska,Juneau,
AK,Alaska,Skagway,
AK,Alaska,Haines,
AK,Alaska,Anchorage,
AK,Alaska,Fairbanks North Star,Yes
AK,Alaska,Ketchikan Gateway,
NM,New Mexico,McKinley,Yes
AK,Alaska,Nome,
AK,Alaska,Petersburg,
AK,Alaska,Kenai Peninsula,
AK,Alaska,Wrangell,
AK,Alaska,Kenai Peninsula,
WA,Washington,Pierce,
KS,Kansas,Finney,Yes
AK,Alaska,Dillingham,
AZ,Arizona,Navajo,Yes
AZ,Arizona,Cochise,
AZ,Arizona,Maricopa,
AZ,Arizona,Maricopa,
AZ,Arizona,Pinal,
AZ,Arizona,Yuma,
AZ,Arizona,Pima,
AZ,Arizona,Pima,
TX,Texas,Wilbarger,Yes
SC,South Carolina,Berkeley,Yes
FL,Florida,Putnam,Yes
AZ,Arizona,Maricopa,
AZ,Arizona,Maricopa,
CA,California,Stanislaus,
AZ,Arizona,Cochise,Yes
OK,Oklahoma,Mayes,Yes
AR,Arkansas,Hot Spring,
AR,Arkansas,Clay,
AR,Arkansas,Franklin,
AR,Arkansas,Woodruff,
AR,Arkansas,Ouachita,
CA,California,Humboldt,
CA,California,Monterey,
TX,Texas,Limestone,Yes
CA,California,San Diego,
CA,California,Los Angeles,
CA,California,Los Angeles,
CA,California,Orange,
CA,California,Los Angeles,
CA,California,Ventura,
CA,California,Los Angeles,
CA,California,San Bernardino,
CA,California,Los Angeles,
IL,Illinois,Will,
CA,California,Imperial,
CA,California,Los Angeles,
CA,California,Los Angeles,
CA,California,Los Angeles,
AK,Alaska,Southeast Fairbanks,
CA,California,Los Angeles,
AK,Alaska,Prince of Wales-Hyder,
CA,California,Los Angeles,
AK,Alaska,Prince of Wales-Hyder,
CO,Colorado,Pueblo,
CO,Colorado,Alamosa,
CO,Colorado,Adams,
CO,Colorado,Pueblo,Yes
CO,Colorado,Mesa,
CO,Colorado,Boulder,
CO,Colorado,El Paso,Yes
CO,Colorado,El Paso,
CO,Colorado,Prowers,
CO,Colorado,Otero,
CO,Colorado,Las Animas,
CO,Colorado,Routt,Yes
CO,Colorado,Montrose,Yes
AL,Alabama,Covington,
CA,California,Sacramento,
CT,Connecticut,New Haven,
CT,Connecticut,Fairfield,
CT,Connecticut,New Haven,
CT,Connecticut,New London,
WA,Washington,Stevens,
CT,Connecticut,New London,
CT,Connecticut,Litchfield,
CT,Connecticut,Middlesex,
CT,Connecticut,Hartford,
FL,Florida,Orange,Yes
CT,Connecticut,Litchfield,
CT,Connecticut,Fairfield,Yes
CT,Connecticut,New London,
VT,Vermont,Chittenden,
DE,Delaware,New Castle,
DE,Delaware,New Castle,
DE,Delaware,New Castle,
DE,Delaware,Sussex,Yes
DE,Delaware,New Castle,
DE,Delaware,Kent,
MD,Maryland,Anne Arundel,Yes
WA,Washington,Skagit,
FL,Florida,Brevard,
FL,Florida,Lee,
FL,Florida,Broward,
FL,Florida,Broward,
FL,Florida,Palm Beach,
FL,Florida,Volusia,
FL,Florida,Miami Dade,
FL,Florida,Highlands,
FL,Florida,Pinellas,
FL,Florida,Citrus,Yes
FL,Florida,Pinellas,
FL,Florida,Pinellas,
FL,Florida,Suwannee,
FL,Florida,Escambia,Yes
FL,Florida,Bay,
FL,Florida,Hillsborough,Yes
FL,Florida,Alachua,Yes
FL,Florida,Alachua,
FL,Florida,Miami Dade,
FL,Florida,Duval,
FL,Florida,Duval,Yes
FL,Florida,Palm Beach,
FL,Florida,Polk,
FL,Florida,Polk,Yes
FL,Florida,Brevard,
FL,Florida,Leon,
FL,Florida,Wakulla,
FL,Florida,Monroe,
MO,Missouri,Grundy,
GA,Georgia,Bartow,Yes
GA,Georgia,Floyd,Yes
GA,Georgia,Cobb,
GA,Georgia,Glynn,
GA,Georgia,Coweta,
GA,Georgia,Chatham,
GA,Georgia,Worth,
OK,Oklahoma,Kay,
HI,Hawaii,Honolulu,
HI,Hawaii,Honolulu,
HI,Hawaii,Hawaii,
HI,Hawaii,Hawaii,
HI,Hawaii,Hawaii,
AK,Alaska,Valdez Cordova,
HI,Hawaii,Maui,
ID,Idaho,Lemhi,
IL,Illinois,Peoria,Yes
IL,Illinois,Montgomery,Yes
IL,Illinois,Jackson,
IL,Illinois,Will,
IL,Illinois,Christian,Yes
IL,Illinois,Tazewell,Yes
IL,Illinois,Lake,Yes
IL,Illinois,Will,Yes
IL,Illinois,Cook,
IL,Illinois,Massac,Yes
IL,Illinois,Randolph,Yes
IL,Illinois,Mason,Yes
IL,Illinois,Putnam,Yes
IL,Illinois,Rock Island,
IL,Illinois,Madison,
IL,Illinois,Clinton,
IL,Illinois,McDonough,
IL,Illinois,Clinton,
IL,Illinois,White,
IL,Illinois,Wayne,
IL,Illinois,DeWitt,
IL,Illinois,St Clair,
IL,Illinois,Henry,
IL,Illinois,Madison,
IL,Illinois,Hamilton,
IL,Illinois,Clark,
IL,Illinois,LaSalle,
IL,Illinois,Bureau,
IL,Illinois,Champaign,
IL,Illinois,Randolph,
IL,Illinois,Ogle,
IL,Illinois,Ogle,
IL,Illinois,Sangamon,Yes
IL,Illinois,Sangamon,
IL,Illinois,Moultrie,
IL,Illinois,Monroe,
IL,Illinois,Cook,
IL,Illinois,Williamson,Yes
IN,Indiana,Jefferson,Yes
IN,Indiana,Marion,
IN,Indiana,Morgan,
IN,Indiana,Marion,
IN,Indiana,Pike,Yes
IN,Indiana,LaPorte,Yes
IN,Indiana,Vermillion,Yes
IN,Indiana,Knox,Yes
IN,Indiana,Hamilton,
IN,Indiana,Floyd,Yes
IN,Indiana,Warrick,Yes
NC,North Carolina,Cumberland,
IN,Indiana,Jasper,
IN,Indiana,Wayne,Yes
IA,Iowa,Allamakee,Yes
IA,Iowa,Marshall,
IA,Iowa,Linn,Yes
IA,Iowa,Johnson,
IA,Iowa,Scott,
IA,Iowa,Pottawattamie,Yes
IA,Iowa,Polk,
IA,Iowa,Woodbury,Yes
IA,Iowa,Floyd,
IA,Iowa,Des Moines,Yes
IA,Iowa,Kossuth,
IA,Iowa,Buena Vista,
IA,Iowa,Story,
IA,Iowa,Cass,
IA,Iowa,Cass,
IA,Iowa,Kossuth,
IA,Iowa,Jackson,
IA,Iowa,Poweshiek,
IA,Iowa,Dubuque,
IA,Iowa,Black Hawk,
IA,Iowa,Black Hawk,Yes
IA,Iowa,Linn,
IA,Iowa,Adams,
IA,Iowa,Webster,
IA,Iowa,Emmet,
IA,Iowa,Winnebago,
IA,Iowa,Webster,
IA,Iowa,Palo Alto,
IA,Iowa,Greene,
IA,Iowa,Grundy,
IA,Iowa,Warren,
IA,Iowa,Dickinson,
IA,Iowa,Winnebago,
IA,Iowa,Decatur,
IA,Iowa,Black Hawk,
IA,Iowa,Pocahontas,
IA,Iowa,Taylor,
IA,Iowa,Carroll,
IA,Iowa,Jackson,
IA,Iowa,Clayton,
IA,Iowa,Dickinson,
IA,Iowa,Poweshiek,
IA,Iowa,Henry,
IA,Iowa,Muscatine,Yes
IA,Iowa,Chickasaw,
IA,Iowa,Boone,
IA,Iowa,Mitchell,
IA,Iowa,Floyd,
IA,Iowa,Lyon,
IA,Iowa,Osceola,
IA,Iowa,Clay,
IA,Iowa,Marshall,
IA,Iowa,Story,
IA,Iowa,Guthrie,
IA,Iowa,Bremer,
IA,Iowa,Tama,
IA,Iowa,Montgomery,
IA,Iowa,Benton,
IA,Iowa,Hamilton,
IA,Iowa,Palo Alto,
IA,Iowa,Muscatine,
IA,Iowa,Muscatine,
IA,Iowa,Madison,
IA,Iowa,Union,
IA,Iowa,Clay,
KS,Kansas,Thomas,
KS,Kansas,Seward,
KS,Kansas,Ford,
KS,Kansas,Barton,
KS,Kansas,Cherokee,
KS,Kansas,Sedgwick,
KS,Kansas,Linn,Yes
KS,Kansas,Reno,
KS,Kansas,Douglas,Yes
KS,Kansas,Harper,
KS,Kansas,Clark,
KS,Kansas,Butler,
KS,Kansas,Douglas,
KS,Kansas,Republic,
KS,Kansas,Mitchell,
KS,Kansas,Osage,
KS,Kansas,Coffey,
KS,Kansas,Neosho,
KS,Kansas,Clay,
KS,Kansas,Montgomery,
KS,Kansas,Thomas,
KS,Kansas,Barton,
KS,Kansas,Neosho,
KS,Kansas,Crawford,
KS,Kansas,Sherman,
KS,Kansas,Graham,
KS,Kansas,Barton,
KS,Kansas,Jackson,
KS,Kansas,Allen,
KS,Kansas,Hodgeman,
KS,Kansas,Wyandotte,
KS,Kansas,Kingman,
KS,Kansas,Rush,
KS,Kansas,Pawnee,
KS,Kansas,Lincoln,
KS,Kansas,McPherson,
KS,Kansas,Meade,
KS,Kansas,Ottawa,
KS,Kansas,Decatur,
KS,Kansas,Osage,
KS,Kansas,Miami,
KS,Kansas,Osborne,
KS,Kansas,Franklin,
KS,Kansas,Pratt,
KS,Kansas,Russell,
KS,Kansas,Nemaha,
KS,Kansas,Stafford,
KS,Kansas,Stafford,
KS,Kansas,Rice,
KS,Kansas,Rooks,
KS,Kansas,Pottawatomie,
KS,Kansas,Washington,
KS,Kansas,Sumner,
KS,Kansas,Finney,
KY,Kentucky,Lawrence,
KY,Kentucky,Mercer,Yes
KY,Kentucky,Carroll,Yes
KY,Kentucky,Fayette,
KY,Kentucky,Jefferson,
KY,Kentucky,Jefferson,Yes
KY,Kentucky,Jefferson,
KY,Kentucky,Jefferson,
KY,Kentucky,Daviess,Yes
KY,Kentucky,Bourbon,
KY,Kentucky,Muhlenberg,Yes
KY,Kentucky,McCracken,Yes
KY,Kentucky,Henderson,Yes
KY,Kentucky,Webster,
KY,Kentucky,Pulaski,Yes
LA,Louisiana,East Baton Rouge,
LA,Louisiana,Evangeline,
LA,Louisiana,St Mary,
LA,Louisiana,St Charles,
LA,Louisiana,Jefferson,
LA,Louisiana,Ouachita,
LA,Louisiana,Caddo,
LA,Louisiana,Caddo,
LA,Louisiana,Terrebonne,
LA,Louisiana,Pointe Coupee,
ME,Maine,Cumberland,
ME,Maine,Cumberland,
MD,Maryland,Anne Arundel,Yes
MD,Maryland,Baltimore,
MD,Maryland,Harford,
MD,Maryland,Baltimore City,
MD,Maryland,Baltimore,
MD,Maryland,Baltimore City,
MD,Maryland,Somerset,
MD,Maryland,Dorchester,
MD,Maryland,Prince Georges,Yes
MD,Maryland,Montgomery,Yes
MD,Maryland,Charles,Yes
MD,Maryland,Talbot,
MA,Massachusetts,Norfolk,
MA,Massachusetts,Middlesex,
MA,Massachusetts,Norfolk,
MA,Massachusetts,Middlesex,
MA,Massachusetts,Dukes,
MA,Massachusetts,Barnstable,
MA,Massachusetts,Nantucket,
MA,Massachusetts,Berkshire,
MA,Massachusetts,Hampden,
MA,Massachusetts,Berkshire,
MA,Massachusetts,Norfolk,
MA,Massachusetts,Essex,
MA,Massachusetts,Essex,
MA,Massachusetts,Bristol,
MI,Michigan,Bay,Yes
MI,Michigan,Ottawa,Yes
MI,Michigan,Livingston,
MI,Michigan,Wayne,
MI,Michigan,Monroe,
MI,Michigan,Oakland,
MI,Michigan,Monroe,Yes
MI,Michigan,Macomb,
MI,Michigan,Huron,
MI,Michigan,Oakland,
MI,Michigan,Oakland,
MI,Michigan,Wayne,Yes
MI,Michigan,Wayne,
MI,Michigan,St Clair,Yes
MI,Michigan,Washtenaw,
MI,Michigan,Wayne,Yes
MI,Michigan,Tuscola,
MI,Michigan,Schoolcraft,
MI,Michigan,Marquette,Yes
MI,Michigan,Baraga,
MI,Michigan,Lenawee,
MI,Michigan,Ottawa,Yes
MI,Michigan,Ottawa,
MI,Michigan,Hillsdale,
MI,Michigan,Ingham,Yes
MI,Michigan,Eaton,Yes
MI,Michigan,Marquette,
MI,Michigan,Calhoun,
MI,Michigan,Luce,
MI,Michigan,Gratiot,
MI,Michigan,Huron,
MI,Michigan,St Joseph,
MI,Michigan,Wayne,
MI,Michigan,Ottawa,
MI,Michigan,Chippewa,
MI,Michigan,Cheboygan,
MI,Michigan,Tuscola,
MI,Michigan,Huron,
MI,Michigan,Osceola,
MI,Michigan,Allegan,
MI,Michigan,Montcalm,
MN,Minnesota,St Louis,
MN,Minnesota,Itasca,Yes
MN,Minnesota,St Louis,Yes
MN,Minnesota,Dakota,
MN,Minnesota,Ramsey,
MN,Minnesota,Dakota,
MN,Minnesota,Washington,Yes
MN,Minnesota,Goodhue,
MN,Minnesota,Hennepin,
MN,Minnesota,Watonwan,
MN,Minnesota,Blue Earth,
MN,Minnesota,Otter Tail,Yes
MN,Minnesota,Nobles,
MN,Minnesota,Douglas,
MN,Minnesota,Swift,
MN,Minnesota,Steele,
MN,Minnesota,Faribault,
MN,Minnesota,Wright,
MN,Minnesota,Becker,
MN,Minnesota,Sherburne,
MN,Minnesota,Renville,
MN,Minnesota,Martin,
MN,Minnesota,McLeod,
MN,Minnesota,Cook,
MN,Minnesota,St Louis,Yes
MN,Minnesota,McLeod,
MN,Minnesota,Waseca,
MN,Minnesota,Goodhue,
MN,Minnesota,Blue Earth,
MN,Minnesota,Fillmore,
MN,Minnesota,Meeker,
MN,Minnesota,Rock,
MN,Minnesota,Lyon,
MN,Minnesota,Stearns,
MN,Minnesota,Carlton,
MN,Minnesota,Kanabec,
MN,Minnesota,Cottonwood,
MN,Minnesota,Le Sueur,
MN,Minnesota,Brown,
MN,Minnesota,Chisago,
MN,Minnesota,Steele,
MN,Minnesota,Fillmore,
MN,Minnesota,Mille Lacs,
MN,Minnesota,Redwood,
MN,Minnesota,Brown,
MN,Minnesota,Fillmore,
MN,Minnesota,Pennington,
MN,Minnesota,Martin,
MN,Minnesota,St Louis,Yes
MN,Minnesota,Faribault,
MN,Minnesota,Cottonwood,
MN,Minnesota,Kandiyohi,
MN,Minnesota,Cottonwood,
MN,Minnesota,Nobles,
MN,Minnesota,Isanti,
MN,Minnesota,Sherburne,
MN,Minnesota,Wright,
MS,Mississippi,Jackson,
MS,Mississippi,Lauderdale,
MS,Mississippi,Harrison,
MS,Mississippi,Warren,
MS,Mississippi,Hinds,
MS,Mississippi,Coahoma,
MS,Mississippi,Yazoo,
MS,Mississippi,Jones,
MO,Missouri,Jasper,Yes
MO,Missouri,Jackson,Yes
MO,Missouri,Jackson,
MO,Missouri,Cole,
MO,Missouri,Vernon,
MO,Missouri,Cass,
MO,Missouri,Buchanan,Yes
MO,Missouri,Franklin,Yes
MO,Missouri,St Louis,Yes
MO,Missouri,St Charles,Yes
MO,Missouri,Bates,
MO,Missouri,Jasper,
MO,Missouri,Livingston,
MO,Missouri,Boone,
MO,Missouri,Callaway,
MO,Missouri,Lafayette,
MO,Missouri,Jackson,
MO,Missouri,Jackson,
MO,Missouri,Jackson,
MO,Missouri,Jackson,
MO,Missouri,Cape Girardeau,
MO,Missouri,Clark,
MO,Missouri,Dunklin,
MO,Missouri,Dunklin,
MO,Missouri,Saline,
MO,Missouri,Greene,
MO,Missouri,Putnam,
MO,Missouri,New Madrid,Yes
MO,Missouri,Randolph,Yes
MT,Montana,Dawson,
MT,Montana,Custer,
WY,Wyoming,Teton,
NE,Nebraska,Custer,
NE,Nebraska,Nemaha,
NE,Nebraska,Custer,
NE,Nebraska,Garfield,
NE,Nebraska,Furnas,
NE,Nebraska,Gosper,
NE,Nebraska,Deuel,
NE,Nebraska,Saline,
NE,Nebraska,Frontier,
NE,Nebraska,Butler,
NE,Nebraska,Dixon,
NE,Nebraska,Richardson,
NE,Nebraska,Franklin,
NE,Nebraska,Dodge,Yes
NE,Nebraska,Hall,
NE,Nebraska,Adams,
NE,Nebraska,Adams,
NE,Nebraska,Kimball,
NE,Nebraska,Cedar,
NE,Nebraska,Lancaster,
NE,Nebraska,Otoe,
NE,Nebraska,Otoe,
NE,Nebraska,Lancaster,
NE,Nebraska,Thayer,
NE,Nebraska,Red Willow,
NE,Nebraska,Lancaster,Yes
NE,Nebraska,Douglas,
NE,Nebraska,Douglas,Yes
NE,Nebraska,Sarpy,
NE,Nebraska,Valley,
NE,Nebraska,Furnas,
NE,Nebraska,Thurston,
NE,Nebraska,Pierce,
NE,Nebraska,Webster,
NE,Nebraska,Custer,
NE,Nebraska,Cheyenne,
NE,Nebraska,Greeley,
NE,Nebraska,Holt,
NE,Nebraska,Johnson,
NE,Nebraska,Saunders,
NE,Nebraska,Dixon,
NE,Nebraska,Wayne,
NE,Nebraska,Cuming,
NE,Nebraska,Saline,
NE,Nebraska,Cuming,
NV,Nevada,Clark,
NV,Nevada,Lyon,
NV,Nevada,Storey,
NH,New Hampshire,Coos,
NH,New Hampshire,Merrimack,Yes
NH,New Hampshire,Rockingham,Yes
NH,New Hampshire,Carroll,
NJ,New Jersey,Cumberland,
NJ,New Jersey,Middlesex,
NJ,New Jersey,Hunterdon,
NJ,New Jersey,Bergen,
NJ,New Jersey,Burlington,
NJ,New Jersey,Essex,
NJ,New Jersey,Hudson,
NJ,New Jersey,Union,
NJ,New Jersey,Salem,
NJ,New Jersey,Middlesex,
NJ,New Jersey,Cumberland,
NM,New Mexico,San Juan,Yes
NM,New Mexico,Dona Ana,
NM,New Mexico,Lea,
NM,New Mexico,Bernalillo,
NM,New Mexico,San Juan,Yes
NM,New Mexico,Lea,
NM,New Mexico,San Juan,
NY,New York,Orange,
NY,New York,Greene,
NY,New York,Greene,
NY,New York,Richmond,
NY,New York,New York,
NY,New York,Kings,
NY,New York,Kings,
NY,New York,Kings,
NY,New York,Queens,
NY,New York,New York,
NY,New York,New York,
NY,New York,Nassau,
NY,New York,Suffolk,
NY,New York,Nassau,
NY,New York,Suffolk,
NY,New York,Suffolk,
NY,New York,Suffolk,
NY,New York,Suffolk,
NY,New York,Suffolk,
NY,New York,Suffolk,
NY,New York,Yates,
NY,New York,Essex,
NY,New York,Tompkins,Yes
NY,New York,Albany,
NY,New York,Oswego,
NY,New York,Rockland,
NY,New York,Rockland,
NY,New York,Orange,
NY,New York,Nassau,
NY,New York,Nassau,
NY,New York,Suffolk,
NY,New York,Chautauqua,
NY,New York,Nassau,
NC,North Carolina,Buncombe,Yes
NC,North Carolina,Anson,
NC,North Carolina,Wayne,
NC,North Carolina,Person,Yes
NC,North Carolina,New Hanover,
NC,North Carolina,Robeson,
NC,North Carolina,Gaston,Yes
NC,North Carolina,Rowan,
NC,North Carolina,Cleveland,Yes
NC,North Carolina,Rockingham,
NC,North Carolina,Catawba,Yes
NC,North Carolina,Dare,
ND,North Dakota,Morton,Yes
ND,North Dakota,Stutsman,
ND,North Dakota,Mercer,Yes
ND,North Dakota,Oliver,Yes
OH,Ohio,Jefferson,Yes
OH,Ohio,Butler,
OH,Ohio,Hamilton,Yes
OH,Ohio,Lorain,Yes
OH,Ohio,Lake,
OH,Ohio,Coshocton,Yes
OH,Ohio,Montgomery,
OH,Ohio,Montgomery,
OH,Ohio,Montgomery,
OH,Ohio,Shelby,
OH,Ohio,Montgomery,
OH,Ohio,Trumbull,
OH,Ohio,Jefferson,Yes
OH,Ohio,Lorain,
OH,Ohio,Gallia,Yes
OH,Ohio,Lucas,
OH,Ohio,Defiance,
OH,Ohio,Williams,
OH,Ohio,Williams,
OH,Ohio,Cuyahoga,
OH,Ohio,Cuyahoga,
OH,Ohio,Tuscarawas,Yes
OH,Ohio,Lorain,
OH,Ohio,Wayne,Yes
OH,Ohio,Lake,Yes
OH,Ohio,Miami,
OH,Ohio,Auglaize,
OH,Ohio,Monroe,
OK,Oklahoma,Oklahoma,
OK,Oklahoma,Muskogee,Yes
OK,Oklahoma,Canadian,
OK,Oklahoma,Seminole,
OK,Oklahoma,Rogers,Yes
OK,Oklahoma,Caddo,
OK,Oklahoma,Tulsa,
OK,Oklahoma,Okfuskee,
OK,Oklahoma,Payne,
OK,Oklahoma,Kingfisher,
OK,Oklahoma,Greer,
OK,Oklahoma,Osage,
OK,Oklahoma,Payne,
OK,Oklahoma,Caddo,
OK,Oklahoma,Woodward,
PA,Pennsylvania,Allegheny,
PA,Pennsylvania,Adams,
PA,Pennsylvania,Adams,
PA,Pennsylvania,Cumberland,
PA,Pennsylvania,Adams,
PA,Pennsylvania,Northampton,
PA,Pennsylvania,Monroe,
PA,Pennsylvania,Berks,
PA,Pennsylvania,York,
PA,Pennsylvania,Indiana,Yes
PA,Pennsylvania,Tioga,
PA,Pennsylvania,Indiana,Yes
PA,Pennsylvania,Indiana,Yes
PA,Pennsylvania,Clearfield,
PA,Pennsylvania,Warren,
PA,Pennsylvania,Armstrong,Yes
PA,Pennsylvania,Lawrence,
PA,Pennsylvania,Lehigh,
PA,Pennsylvania,York,Yes
PA,Pennsylvania,Schuylkill,
PA,Pennsylvania,Dauphin,
PA,Pennsylvania,Luzerne,
PA,Pennsylvania,Luzerne,
PA,Pennsylvania,Northampton,
PA,Pennsylvania,Montour,Yes
PA,Pennsylvania,Snyder,
PA,Pennsylvania,Cumberland,
PA,Pennsylvania,Lycoming,
PA,Pennsylvania,Chester,
PA,Pennsylvania,Philadelphia,
PA,Pennsylvania,Delaware,
PA,Pennsylvania,Bucks,
PA,Pennsylvania,Montgomery,
PA,Pennsylvania,Philadelphia,
PA,Pennsylvania,Philadelphia,
PA,Pennsylvania,Philadelphia,
PA,Pennsylvania,Luzerne,
RI,Rhode Island,Providence,
SC,South Carolina,Darlington,
SC,South Carolina,Anderson,
SC,South Carolina,Richland,
SC,South Carolina,Charleston,
SC,South Carolina,Lexington,
SC,South Carolina,Fairfield,
SC,South Carolina,Aiken,
SC,South Carolina,Richland,Yes
SC,South Carolina,Berkeley,Yes
SC,South Carolina,Anderson,
SC,South Carolina,Beaufort,
SC,South Carolina,Horry,
SD,South Dakota,Pennington,
SD,South Dakota,Brown,
SD,South Dakota,Clark,
SD,South Dakota,Faulk,
SD,South Dakota,Beadle,
SD,South Dakota,Beadle,
SD,South Dakota,Kingsbury,
TN,Tennessee,Shelby,
TN,Tennessee,Anderson,Yes
TN,Tennessee,Stewart,Yes
TN,Tennessee,Sumner,Yes
TN,Tennessee,Hawkins,
TN,Tennessee,Humphreys,
TN,Tennessee,Roane,Yes
TX,Texas,Webb,
TX,Texas,Nueces,
TX,Texas,Victoria,
TX,Texas,Dallas,
TX,Texas,Dallas,
TX,Texas,El Paso,
TX,Texas,Montgomery,
TX,Texas,Orange,
TX,Texas,Chambers,
TX,Texas,Harris,
TX,Texas,Harris,
TX,Texas,Fort Bend,Yes
TX,Texas,Gregg,
TX,Texas,Morris,
TX,Texas,Marion,
TX,Texas,Lubbock,
TX,Texas,Potter,
TX,Texas,Lamb,
TX,Texas,Young,
TX,Texas,Tarrant,
TX,Texas,Mitchell,
TX,Texas,Ward,
TX,Texas,Cherokee,
TX,Texas,Henderson,
TX,Texas,Travis,
TX,Texas,Cameron,
TX,Texas,Brazos,
TX,Texas,Collin,
TX,Texas,Bastrop,
TX,Texas,Lubbock,
TX,Texas,Bexar,
TX,Texas,Bexar,
TX,Texas,Bexar,
TX,Texas,Palo Pinto,
TX,Texas,Frio,
TX,Texas,Victoria,
UT,Utah,Salt Lake,
UT,Utah,Davis,
VT,Vermont,Windsor,
VT,Vermont,Rutland,
VT,Vermont,Washington,
VT,Vermont,Chittenden,
VT,Vermont,Chittenden,
VT,Vermont,Chittenden,
VA,Virginia,Russell,
VA,Virginia,Northampton,
VA,Virginia,Accomack,
VA,Virginia,Chesterfield,Yes
VA,Virginia,Alleghany,
VA,Virginia,Richmond,
VA,Virginia,Chesapeake City,
VA,Virginia,Prince William,
VA,Virginia,York,
WA,Washington,Lewis,Yes
WA,Washington,Pierce,
WV,West Virginia,Putnam,Yes
WV,West Virginia,Monongalia,Yes
WV,West Virginia,Harrison,Yes
WV,West Virginia,Marshall,Yes
WV,West Virginia,Grant,Yes
WI,Wisconsin,Ashland,Yes
WI,Wisconsin,Dane,
WI,Wisconsin,Dane,
WI,Wisconsin,Dane,
WI,Wisconsin,La Crosse,
WI,Wisconsin,Chippewa,
WI,Wisconsin,Burnett,
WI,Wisconsin,Ozaukee,
WI,Wisconsin,Milwaukee,Yes
WI,Wisconsin,Milwaukee,
WI,Wisconsin,Manitowoc,
WI,Wisconsin,Sheboygan,Yes
WI,Wisconsin,Rock,
WI,Wisconsin,Rock,
WI,Wisconsin,Brown,
WI,Wisconsin,Marinette,
WI,Wisconsin,Marathon,Yes
WI,Wisconsin,Trempealeau,
WI,Wisconsin,Barron,
WI,Wisconsin,Juneau,
WI,Wisconsin,Grant,
WI,Wisconsin,Outagamie,
WI,Wisconsin,Manitowoc,Yes
WI,Wisconsin,Juneau,
WI,Wisconsin,Vernon,Yes
WI,Wisconsin,Door,
WY,Wyoming,Converse,Yes
WY,Wyoming,Lincoln,Yes
TX,Texas,Hunt,
UT,Utah,Cache,
CA,California,Stanislaus,
MD,Maryland,Talbot,
TX,Texas,Denton,
WI,Wisconsin,Buffalo,Yes
TX,Texas,Llano,
TX,Texas,Nueces,
OK,Oklahoma,Tulsa,
AZ,Arizona,Coconino,Yes
NJ,New Jersey,Cumberland,
AL,Alabama,Jefferson,Yes
WV,West Virginia,Pleasants,Yes
AR,Arkansas,Jefferson,Yes
IL,Illinois,Fulton,Yes
IL,Illinois,Jasper,Yes
KY,Kentucky,Boone,Yes
OH,Ohio,Clermont,Yes
CO,Colorado,Moffat,Yes
ND,North Dakota,McLean,Yes
MI,Michigan,St Clair,Yes
MI,Michigan,St Clair,
KY,Kentucky,Mason,Yes
FL,Florida,Manatee,
FL,Florida,Martin,
FL,Florida,Volusia,
MA,Massachusetts,Dukes,
GA,Georgia,Heard,Yes
LA,Louisiana,Pointe Coupee,Yes
HI,Hawaii,Maui,
MN,Minnesota,Olmsted,
CA,California,Riverside,
IA,Iowa,Black Hawk,
KS,Kansas,Wyandotte,Yes
MO,Missouri,Platte,Yes
KS,Kansas,Pottawatomie,Yes
KY,Kentucky,Trimble,Yes
MS,Mississippi,Jackson,Yes
MO,Missouri,Jackson,
MT,Montana,Rosebud,Yes
NE,Nebraska,Lincoln,Yes
MA,Massachusetts,Hampden,
NY,New York,Niagara,Yes
IN,Indiana,Jasper,Yes
AZ,Arizona,Pima,
MT,Montana,Richland,Yes
MN,Minnesota,Sherburne,Yes
SD,South Dakota,Clay,
PA,Pennsylvania,Beaver,Yes
OK,Oklahoma,Noble,Yes
