State_abbreviation,State,Plant_county,Burned_coal
NE,Nebraska,Otoe,Yes
SD,South Dakota,Grant,Yes
WY,Wyoming,Campbell,Yes
OR,Oregon,Morrow,Yes
CO,Colorado,Weld,
IN,Indiana,Gibson,Yes
WA,Washington,Whatcom,
GA,Georgia,Effingham,Yes
MA,Massachusetts,Worcester,
IN,Indiana,Posey,Yes
AR,Arkansas,Benton,Yes
TX,Texas,Titus,Yes
TX,Texas,Rusk,Yes
MO,Missouri,Jefferson,Yes
CT,Connecticut,New Haven,
UT,Utah,Emery,Yes
IN,Indiana,Spencer,Yes
AZ,Arizona,Apache,Yes
TX,Texas,Goliad,Yes
TX,Texas,Fayette,Yes
TX,Texas,Robertson,Yes
TX,Texas,Bexar,
TX,Texas,Atascosa,Yes
LA,Louisiana,Rapides,Yes
TX,Texas,Potter,Yes
TX,Texas,Lamb,Yes
MO,Missouri,Greene,Yes
WY,Wyoming,Platte,Yes
WA,Washington,Spokane,
CA,California,Alameda,
IN,Indiana,Sullivan,Yes
IA,Iowa,Cedar,
MO,Missouri,Jasper,
NE,Nebraska,York,
IL,Illinois,Pike,
TX,Texas,Brazos,
CO,Colorado,Morgan,Yes
SC,South Carolina,Georgetown,Yes
NC,North Carolina,Person,Yes
WI,Wisconsin,Washington,
IA,Iowa,Wapello,Yes
GA,Georgia,Monroe,Yes
GA,Georgia,Burke,
WV,West Virginia,Mason,Yes
AK,Alaska,Kenai Peninsula,
AK,Alaska,Fairbanks North Star,
AK,Alaska,Fairbanks North Star,
AK,Alaska,Denali,Yes
AK,Alaska,Kenai Peninsula,
AK,Alaska,Anchorage,
AK,Alaska,Nome,
AK,Alaska,Bristol Bay,
AK,Alaska,NORTHWEST ARCTIC,
AK,Alaska,Valdez Cordova,
AK,Alaska,Valdez Cordova,
AK,Alaska,Bethel,
AK,Alaska,Wade Hampton,
AK,Alaska,Bethel,
AK,Alaska,Northwest Arctic,
AK,Alaska,Bethel,
AK,Alaska,Northwest Arctic,
AK,Alaska,Bethel,
AK,Alaska,Northwest Arctic,
AK,Alaska,Nome,
AK,Alaska,Dillingham,
MI,Michigan,Ottawa,
MN,Minnesota,McLeod,
MI,Michigan,Chippewa,
NE,Nebraska,Lancaster,
NC,North Carolina,Hyde,
VA,Virginia,Accomack,
MD,Maryland,Somerset,
IA,Iowa,Story,
ND,North Dakota,Mercer,Yes
HI,Hawaii,Kauai,
UT,Utah,Millard,Yes
HI,Hawaii,Maui,
AZ,Arizona,Santa Cruz,
CO,Colorado,Otero,
CA,California,Placer,
VT,Vermont,Addison,
IA,Iowa,Bremer,
AK,Alaska,Yukon Koyukuk,
LA,Louisiana,Rapides,
AK,Alaska,Anchorage,
MD,Maryland,Worcester,
AK,Alaska,Bethel,
RI,Rhode Island,Washington,
KS,Kansas,Stanton,
FL,Florida,Monroe,
MA,Massachusetts,Essex,
CO,Colorado,Kit Carson,
CT,Connecticut,New Haven,
AK,Alaska,Yakutat,
KY,Kentucky,Webster,Yes
AR,Arkansas,Independence,Yes
MO,Missouri,Audrain,
MO,Missouri,Randolph,
MO,Missouri,Cole,
IA,Iowa,Louisa,Yes
AK,Alaska,Hoonah-Angoon,
CA,California,Los Angeles,
IN,Indiana,Warrick,Yes
MN,Minnesota,Pine,
CO,Colorado,Larimer,Yes
MO,Missouri,Scott,Yes
OK,Oklahoma,Choctaw,Yes
NJ,New Jersey,Cumberland,
KS,Kansas,Butler,
AK,Alaska,Sitka,
KY,Kentucky,Ohio,Yes
MN,Minnesota,Carver,
KS,Kansas,Stevens,
KS,Kansas,Cowley,
KS,Kansas,Neosho,
UT,Utah,Utah,
TX,Texas,Robertson,Yes
VA,Virginia,Surry,
WY,Wyoming,Teton,
IA,Iowa,Osceola,
AL,Alabama,Washington,
UT,Utah,Washington,
NV,Nevada,Clark,
TX,Texas,Bexar,Yes
UT,Utah,Wasatch,
AK,Alaska,Prince of Wales-Hyder,
MI,Michigan,Delta,
HI,Hawaii,Hawaii,
TX,Texas,Lubbock,
NJ,New Jersey,Ocean,
IA,Iowa,Polk,
NY,New York,Suffolk,
DE,Delaware,New Castle,
IA,Iowa,Cerro Gordo,
OH,Ohio,Butler,
WI,Wisconsin,Jefferson,
AK,Alaska,Southeast Fairbanks,
AK,Alaska,North Slope,
AK,Alaska,Yukon Koyukuk,
AK,Alaska,Lake and Peninsula,
WI,Wisconsin,Fond Du Lac,
SC,South Carolina,Orangeburg,Yes
VA,Virginia,Henrico,
VA,Virginia,Halifax,Yes
CA,California,Santa Clara,
CA,California,Santa Clara,
SD,South Dakota,Minnehaha,
FL,Florida,Osceola,
FL,Florida,Polk,
SD,South Dakota,Codington,
AK,Alaska,Juneau,
FL,Florida,Orange,
MI,Michigan,Allegan,
HI,Hawaii,Maui,
CA,California,Stanislaus,
WI,Wisconsin,Kenosha,
NC,North Carolina,Lincoln,
KS,Kansas,Johnson,
AR,Arkansas,Greene,
NJ,New Jersey,Cumberland,
MO,Missouri,Jasper,
FL,Florida,Polk,
CA,California,Shasta,
NY,New York,Suffolk,
CA,California,Stanislaus,
DE,Delaware,Kent,
TX,Texas,Harris,
IN,Indiana,Wayne,
IN,Indiana,Madison,
KS,Kansas,Sumner,
IA,Iowa,Woodbury,Yes
FL,Florida,Alachua,
GA,Georgia,Houston,
OR,Oregon,Morrow,
FL,Florida,Hardee,
MO,Missouri,Butler,
MA,Massachusetts,Hampden,
PA,Pennsylvania,Franklin,
MI,Michigan,Bay,
MI,Michigan,Bay,
MO,Missouri,Chariton,
MO,Missouri,Shelby,
MO,Missouri,Shelby,
UT,Utah,Utah,
OR,Oregon,Lane,
AK,Alaska,Prince of Wales-Hyder,
MN,Minnesota,Jackson,
IL,Illinois,Sangamon,
NC,North Carolina,Chowan,
AK,Alaska,Yukon Koyukuk,
VA,Virginia,Prince William,
VA,Virginia,Prince William,
VA,Virginia,Prince William,
VA,Virginia,Prince William,
KS,Kansas,Pratt,
CA,California,San Joaquin,
CA,California,Alameda,
CA,California,San Joaquin,
CA,California,Placer,
ID,Idaho,Kootenai,
AK,Alaska,Hoonah-Angoon,
AK,Alaska,Hoonah-Angoon,
AK,Alaska,Petersburg,
NE,Nebraska,Madison,
MO,Missouri,Linn,
SC,South Carolina,Orangeburg,
SC,South Carolina,Orangeburg,
NE,Nebraska,Webster,
AK,Alaska,North Slope,
AK,Alaska,North Slope,
AK,Alaska,North Slope,
AK,Alaska,North Slope,
AK,Alaska,North Slope,
AK,Alaska,North Slope,
AK,Alaska,North Slope,
AK,Alaska,Aleutians East,
AK,Alaska,Aleutians West,
AK,Alaska,Aleutians West,
WY,Wyoming,Campbell,Yes
MN,Minnesota,Otter Tail,
KS,Kansas,McPherson,
CA,California,Sacramento,
CA,California,Sacramento,
CA,California,Sacramento,
NE,Nebraska,Otoe,
IL,Illinois,McLean,
IA,Iowa,GUTHRIE,
OH,Ohio,Marion,
MO,Missouri,Dunklin,
WA,Washington,Clark,
CA,California,Orange,
AL,Alabama,Washington,
AL,Alabama,Lowndes,
FL,Florida,Polk,
PA,Pennsylvania,Bucks,
AL,Alabama,Lee,
FL,Florida,Santa Rosa,
MS,Mississippi,Lauderdale,
AL,Alabama,Mobile,
OR,Oregon,Benton,
SC,South Carolina,Charleston,Yes
MO,Missouri,Stoddard,
MO,Missouri,Nodaway,
OK,Oklahoma,Mayes,
IA,Iowa,Bremer,
IN,Indiana,Marion,
IL,Illinois,Vermilion,
TX,Texas,Hidalgo,
IN,Indiana,Henry,
GA,Georgia,Walton,
GA,Georgia,Jackson,
KS,Kansas,Neosho,
GA,Georgia,Mitchell,
IL,Illinois,Ogle,
OH,Ohio,Cuyahoga,
OH,Ohio,Darke,
OH,Ohio,Henry,
OH,Ohio,Tuscarawas,
OH,Ohio,Wayne,
OH,Ohio,Williams,
OH,Ohio,Shelby,
OH,Ohio,Darke,
OH,Ohio,Butler,
OH,Ohio,Wood,
UT,Utah,Uintah,Yes
OH,Ohio,Williams,
WI,Wisconsin,Manitowoc,
VA,Virginia,Prince William,
VA,Virginia,Prince William,
NC,North Carolina,Richmond,
WI,Wisconsin,Lafayette,
GA,Georgia,Polk,
SC,South Carolina,Union,
IL,Illinois,Scott,
CA,California,Imperial,
AR,Arkansas,Hempstead,
NC,North Carolina,Rowan,
OH,Ohio,Richland,
OH,Ohio,Richland,
GA,Georgia,Monroe,
MI,Michigan,Charlevoix,
SC,South Carolina,Anderson,
MD,Maryland,Cecil,
VA,Virginia,Fauquier,
VA,Virginia,Louisa,
VA,Virginia,Fauquier,
VA,Virginia,Caroline,
AK,Alaska,Valdez Cordova,
IL,Illinois,Fayette,
MN,Minnesota,Mower,
MN,Minnesota,Carver,
TN,Tennessee,Haywood,
FL,Florida,Duval,
IA,Iowa,Carroll,
MO,Missouri,Johnson,
IA,Iowa,Marion,
IA,Iowa,Page,
IA,Iowa,Black Hawk,
IA,Iowa,Crawford,
IL,Illinois,Whiteside,
IA,Iowa,Adair,
IA,Iowa,Adair,
IL,Illinois,Massac,
MO,Missouri,Shelby,
WI,Wisconsin,Chippewa,
IA,Iowa,Delaware,
NY,New York,Nassau,
WA,Washington,Whatcom,
OH,Ohio,Van Wert,
FL,Florida,Hillsborough,
OH,Ohio,Williams,
OH,Ohio,Lorain,
TN,Tennessee,Hancock,
NE,Nebraska,Lancaster,
AL,Alabama,Autauga,
TX,Texas,Travis,
TX,Texas,Harrison,Yes
MO,Missouri,Greene,
NY,New York,Queens,
NY,New York,Kings,
NY,New York,Suffolk,
NY,New York,Bronx,
NY,New York,Bronx,
NY,New York,Kings,
GA,Georgia,Talbot,
GA,Georgia,Heard,
OH,Ohio,Crawford,
OH,Ohio,Medina,
IA,Iowa,Tama,
MN,Minnesota,Martin,
IA,Iowa,Clayton,
KS,Kansas,Miami,
KS,Kansas,Johnson,
KS,Kansas,Russell,
OR,Oregon,Morrow,
MI,Michigan,Otsego,
IL,Illinois,Whiteside,
MO,Missouri,Grundy,
VA,Virginia,Amelia,
VA,Virginia,Southampton,
GA,Georgia,Heard,
MN,Minnesota,Beltrami,
IN,Indiana,Lawrence,
ID,Idaho,Elmore,
FL,Florida,Volusia,
NE,Nebraska,Douglas,
SC,South Carolina,York,
SC,South Carolina,Horry,
MS,Mississippi,Kemper,
DE,Delaware,Kent,
MO,Missouri,Pike,
NM,New Mexico,Hidalgo,
IA,Iowa,Marion,
MI,Michigan,Wayne,
KS,Kansas,Coffey,
NM,New Mexico,Hidalgo,
KS,Kansas,Sedgwick,
SC,South Carolina,Cherokee,
MN,Minnesota,Redwood,
MI,Michigan,Kalkaska,
IA,Iowa,Polk,
CA,California,Los Angeles,
MS,Mississippi,Jefferson Davis,
MS,Mississippi,Smith,
IL,Illinois,Effingham,
WI,Wisconsin,Dane,
CO,Colorado,Pueblo,
WA,Washington,Grays Harbor,
NE,Nebraska,Gage,
NH,New Hampshire,Rockingham,
NY,New York,Orange,
NY,New York,Suffolk,
NJ,New Jersey,Gloucester,
NY,New York,Cayuga,
UT,Utah,Salt Lake,
PA,Pennsylvania,Bucks,
WI,Wisconsin,Sawyer,
AR,Arkansas,Greene,
IL,Illinois,Sangamon,
KS,Kansas,Douglas,
WA,Washington,Spokane,
WI,Wisconsin,Columbia,Yes
WY,Wyoming,Campbell,
MN,Minnesota,Scott,
WY,Wyoming,Sheridan,
IA,Iowa,Polk,
WY,Wyoming,Campbell,
IA,Iowa,Cerro Gordo,
SD,South Dakota,Yankton,
KS,Kansas,Washington,
NC,North Carolina,Stokes,Yes
FL,Florida,Pasco,
FL,Florida,Osceola,
NY,New York,Richmond,
MS,Mississippi,Washington,
LA,Louisiana,St Charles,
OK,Oklahoma,Comanche,
TX,Texas,Hood,
WY,Wyoming,Sweetwater,Yes
CO,Colorado,Weld,
AZ,Arizona,Maricopa,
UT,Utah,Emery,Yes
OR,Oregon,Columbia,
CA,California,Santa Barbara,
HI,Hawaii,Hawaii,
OH,Ohio,Gallia,Yes
MN,Minnesota,Norman,
IA,Iowa,Cedar,
IA,Iowa,Delaware,
CO,Colorado,El Paso,Yes
ND,North Dakota,Mercer,Yes
AZ,Arizona,Apache,Yes
NV,Nevada,Humboldt,Yes
PA,Pennsylvania,Allegheny,Yes
NY,New York,Queens,
MA,Massachusetts,Middlesex,
WI,Wisconsin,Dane,
CO,Colorado,Jefferson,
FL,Florida,Duval,
NJ,New Jersey,Warren,
MN,Minnesota,Hennepin,
VA,Virginia,King William,Yes
FL,Florida,Lake,
NY,New York,Monroe,
CA,California,San Diego,
MA,Massachusetts,Essex,
DE,Delaware,Kent,
MI,Michigan,Wayne,
CA,California,Santa Clara,
CA,California,Tulare,
NJ,New Jersey,Gloucester,Yes
AR,Arkansas,Pulaski,
CA,California,Humboldt,
PA,Pennsylvania,Mercer,
NJ,New Jersey,WARREN,
FL,Florida,Miami Dade,
TX,Texas,Hutchinson,
CA,California,Los Angeles,
HI,Hawaii,Honolulu,
NJ,New Jersey,Salem,
NH,New Hampshire,Rockingham,
CA,California,Kern,
PA,Pennsylvania,Schuylkill,Yes
CA,California,San Diego,
PA,Pennsylvania,Dauphin,
NJ,New Jersey,Somerset,
NJ,New Jersey,Essex,
PA,Pennsylvania,Indiana,
PA,Pennsylvania,Cambria,Yes
CA,California,Placer,
MI,Michigan,Alpena,
WV,West Virginia,Marion,Yes
CA,California,Fresno,
TX,Texas,Calhoun,
CA,California,Los Angeles,
CA,California,San Diego,
MA,Massachusetts,Suffolk,
CO,Colorado,Denver,
TX,Texas,Travis,
FL,Florida,Polk,
NY,New York,Rensselaer,
HI,Hawaii,Honolulu,
MS,Mississippi,Yazoo,
FL,Florida,Nassau,Yes
CA,California,San Bernardino,
MI,Michigan,Delta,Yes
CA,California,Los Angeles,
UT,Utah,Salt Lake,
AL,Alabama,Monroe,
NJ,New Jersey,Union,
MS,Mississippi,Perry,
WI,Wisconsin,Wood,Yes
TX,Texas,Nueces,
OH,Ohio,Ross,
IN,Indiana,Porter,
FL,Florida,Bay,
TN,Tennessee,Sullivan,
TX,Texas,Chambers,
CA,California,Los Angeles,
FL,Florida,Polk,
NH,New Hampshire,Grafton,
CA,California,Monterey,
TX,Texas,Harris,
CA,California,Riverside,
LA,Louisiana,St James,
PA,Pennsylvania,Blair,
NY,New York,Dutchess,
MA,Massachusetts,Norfolk,
NJ,New Jersey,Middlesex,
LA,Louisiana,Ascension,
MI,Michigan,Ingham,
HI,Hawaii,Honolulu,
NM,New Mexico,Bernalillo,
CA,California,Contra Costa,
PA,Pennsylvania,Northumberland,Yes
MI,Michigan,Montmorency,
CA,California,Sutter,
CA,California,Sutter,
ME,Maine,Androscoggin,
ME,Maine,Aroostook,
WI,Wisconsin,Brown,Yes
GA,Georgia,Effingham,Yes
OK,Oklahoma,Muskogee,Yes
VA,Virginia,Hopewell City,Yes
NC,North Carolina,Brunswick,Yes
NC,North Carolina,Person,Yes
NC,North Carolina,Robeson,
CA,California,San Diego,
OH,Ohio,Cuyahoga,
CA,California,Fresno,
MA,Massachusetts,Worcester,
FL,Florida,Escambia,
MA,Massachusetts,Hampden,
TX,Texas,Brazoria,
TX,Texas,Orange,
GA,Georgia,Floyd,Yes
CA,California,San Bernardino,
MO,Missouri,St Louis City,
FL,Florida,Duval,
NJ,New Jersey,Camden,
TX,Texas,Harris,
CA,California,San Bernardino,
CA,California,San Bernardino,
NY,New York,Jefferson,
WI,Wisconsin,Wood,
CA,California,Los Angeles,
IN,Indiana,Lake,
WI,Wisconsin,Wood,Yes
MN,Minnesota,Koochiching,
LA,Louisiana,Beauregard,
ME,Maine,Oxford,Yes
CA,California,Kern,
NY,New York,Washington,
ID,Idaho,Twin Falls,Yes
NY,New York,Warren,
NY,New York,Rockland,
NC,North Carolina,Craven,
MI,Michigan,Clinton,
CA,California,Santa Clara,
NY,New York,Orange,
MA,Massachusetts,Worcester,
TX,Texas,Calhoun,
GA,Georgia,Wayne,
FL,Florida,Nassau,
NJ,New Jersey,Salem,Yes
CT,Connecticut,Hartford,
TX,Texas,Jefferson,
LA,Louisiana,Calcasieu,
PA,Pennsylvania,Cambria,Yes
GA,Georgia,Glynn,
AR,Arkansas,Ashley,
MS,Mississippi,Lawrence,
FL,Florida,Putnam,
LA,Louisiana,East Baton Rouge,
ME,Maine,Washington,
NY,New York,Lewis,
NY,New York,Allegany,
NY,New York,Jefferson,
NY,New York,Onondaga,
CA,California,Los Angeles,
AR,Arkansas,Jefferson,
MD,Maryland,Baltimore City,
VA,Virginia,Prince George,
PA,Pennsylvania,Cambria,Yes
NY,New York,Nassau,
NJ,New Jersey,Essex,
CT,Connecticut,New London,
CA,California,Kern,
CA,California,Kern,
CA,California,Shasta,
CA,California,Plumas,
OK,Oklahoma,Le Flore,Yes
HI,Hawaii,Honolulu,Yes
MD,Maryland,Allegany,Yes
CO,Colorado,Morgan,
CA,California,San Bernardino,Yes
MN,Minnesota,Itasca,Yes
LA,Louisiana,East Baton Rouge,
TX,Texas,Harris,
MD,Maryland,Somerset,
LA,Louisiana,West Feliciana,
MI,Michigan,Kalamazoo,
AL,Alabama,Choctaw,Yes
CA,California,San Diego,
NY,New York,Albany,
MA,Massachusetts,Hampden,
WV,West Virginia,Monongalia,Yes
MI,Michigan,Midland,
PA,Pennsylvania,Delaware,
CA,California,Monterey,
NJ,New Jersey,Camden,
CO,Colorado,Garfield,
NV,Nevada,Clark,
ME,Maine,Washington,
ME,Maine,Penobscot,
CA,California,Fresno,
VA,Virginia,Hopewell City,
CA,California,Placer,
VA,Virginia,Campbell,
VA,Virginia,Southampton,
CA,California,Ventura,
CA,California,Lassen,
MT,Montana,Rosebud,Yes
TX,Texas,Victoria,
NJ,New Jersey,Union,
MI,Michigan,Kent,
MI,Michigan,Crawford,
MA,Massachusetts,Suffolk,
CA,California,Yolo,
NH,New Hampshire,Sullivan,
NH,New Hampshire,Coos,
MN,Minnesota,Lake,Yes
IA,Iowa,Monroe,
IA,Iowa,Clinton,Yes
IA,Iowa,Polk,Yes
NE,Nebraska,Lancaster,Yes
MN,Minnesota,Blue Earth,Yes
IA,Iowa,Linn,Yes
IL,Illinois,Macon,Yes
IL,Illinois,Peoria,
IL,Illinois,Macon,
OR,Oregon,Jackson,
PA,Pennsylvania,Luzerne,
MA,Massachusetts,Suffolk,
CA,California,Los Angeles,
MA,Massachusetts,Berkshire,
CA,California,Kern,
NJ,New Jersey,Union,
TX,Texas,Nueces,
LA,Louisiana,Ouachita,
LA,Louisiana,Calcasieu,Yes
ME,Maine,Androscoggin,
MA,Massachusetts,Worcester,
TX,Texas,Harris,
CA,California,Humboldt,
ME,Maine,Penobscot,
TX,Texas,Harris,
CA,California,San Diego,
CA,California,Santa Cruz,
TX,Texas,Hutchinson,
FL,Florida,Palm Beach,
PA,Pennsylvania,Delaware,
MA,Massachusetts,Worcester,
IA,Iowa,Black Hawk,Yes
CA,California,San Francisco,
NJ,New Jersey,Mercer,
ID,Idaho,Adams,
TX,Texas,Jasper,
TX,Texas,Lamar,
CA,California,Shasta,
CA,California,Sierra,
CA,California,Plumas,
CA,California,Kern,
TX,Texas,Travis,
CA,California,Contra Costa,
TX,Texas,Nueces,
TX,Texas,Wichita,
CA,California,Kern,
NY,New York,Suffolk,
TX,Texas,Wharton,
TX,Texas,Harrison,
GA,Georgia,Chatham,Yes
TX,Texas,Calhoun,
LA,Louisiana,St Charles,
TX,Texas,Galveston,
CA,California,Kern,
MS,Mississippi,Lowndes,
WA,Washington,Grays Harbor,
WA,Washington,Cowlitz,Yes
NC,North Carolina,Craven,
NC,North Carolina,Martin,
OR,Oregon,Lane,
OK,Oklahoma,McCurtain,
CA,California,Orange,
GA,Georgia,RABUN,
NY,New York,Genesee,
NH,New Hampshire,Grafton,
PA,Pennsylvania,York,
CA,California,Los Angeles,
CA,California,Ventura,
ME,Maine,Cumberland,
TX,Texas,Harris,
ME,Maine,Waldo,
CA,California,San Bernardino,
IN,Indiana,Tippecanoe,Yes
TX,Texas,El Paso,
ME,Maine,Hancock,
NC,North Carolina,Haywood,Yes
FL,Florida,Escambia,
MI,Michigan,Dickinson,Yes
NC,North Carolina,Halifax,Yes
MI,Michigan,Wayne,
MA,Massachusetts,Hampden,
VA,Virginia,Chesterfield,
PA,Pennsylvania,Lackawanna,
MD,Maryland,Allegany,Yes
MA,Massachusetts,Plymouth,
NY,New York,Nassau,
CA,California,Colusa,
TN,Tennessee,Hardin,Yes
CA,California,San Joaquin,
TX,Texas,Harris,
MI,Michigan,Alpena,Yes
OK,Oklahoma,Cleveland,
AK,Alaska,Fairbanks North Star,Yes
FL,Florida,Escambia,
IN,Indiana,Adams,
IL,Illinois,DuPage,
WA,Washington,King,
RI,Rhode Island,Providence,
IN,Indiana,St Joseph,Yes
NY,New York,Tompkins,
PA,Pennsylvania,Dauphin,
NJ,New Jersey,Essex,
CA,California,Contra Costa,
LA,Louisiana,West Baton Rouge,
AK,Alaska,Fairbanks North Star,Yes
WI,Wisconsin,Wood,
OR,Oregon,Douglas,
PA,Pennsylvania,York,Yes
GA,Georgia,Chatham,
ME,Maine,Somerset,
AL,Alabama,Mobile,
PA,Pennsylvania,Delaware,Yes
NJ,New Jersey,Essex,
MN,Minnesota,Olmsted,
MN,Minnesota,St Louis,
NY,New York,Bronx,
MI,Michigan,Washtenaw,
ME,Maine,Cumberland,Yes
NY,New York,Wyoming,
NY,New York,Oswego,
NY,New York,Erie,
OH,Ohio,Hamilton,
NY,New York,Saratoga,
PA,Pennsylvania,Wyoming,
CA,California,Ventura,
GA,Georgia,Macon,
FL,Florida,Taylor,
NY,New York,Niagara,
FL,Florida,Hamilton,
TX,Texas,Nueces,
WI,Wisconsin,Lincoln,
VA,Virginia,Bedford,
TN,Tennessee,Sullivan,Yes
FL,Florida,Hendry,
LA,Louisiana,Calcasieu,
LA,Louisiana,Calcasieu,
LA,Louisiana,Calcasieu,
WV,West Virginia,Marshall,
CA,California,San Diego,
CA,California,Kern,
CA,California,Kern,
CA,California,Kern,
CT,Connecticut,Hartford,
CA,California,Los Angeles,
CA,California,San Mateo,
CA,California,Los Angeles,
WA,Washington,Jefferson,
NC,North Carolina,Halifax,
OK,Oklahoma,Oklahoma,
CA,California,Tuolumne,
NJ,New Jersey,Gloucester,
IL,Illinois,Kane,
CT,Connecticut,Litchfield,
NY,New York,Monroe,
IL,Illinois,St Clair,
NY,New York,Monroe,
TX,Texas,Denton,
TN,Tennessee,Anderson,
CA,California,Alameda,
FL,Florida,Broward,
IL,Illinois,Cook,
IL,Illinois,Cook,
WI,Wisconsin,Milwaukee,
WI,Wisconsin,Washington,
PA,Pennsylvania,Schuylkill,Yes
CA,California,Kern,
WI,Wisconsin,Marathon,Yes
RI,Rhode Island,Providence,
CA,California,Kern,
CA,California,Los Angeles,
TX,Texas,Jefferson,
LA,Louisiana,St Bernard,
NJ,New Jersey,Gloucester,
FL,Florida,Lake,
OR,Oregon,MARION,
CA,California,Stanislaus,
ID,Idaho,Nez Perce,
AR,Arkansas,Desha,
MN,Minnesota,Carlton,
IN,Indiana,Marion,
CT,Connecticut,Hartford,
NY,New York,Suffolk,
ME,Maine,Franklin,
NY,New York,Suffolk,
MD,Maryland,Montgomery,
VA,Virginia,Fairfax,
OK,Oklahoma,Tulsa,
MA,Massachusetts,Essex,
NY,New York,Onondaga,
VA,Virginia,Alexandria City,
FL,Florida,Pasco,
CA,California,Riverside,
CA,California,Orange,
CO,Colorado,Weld,
AK,Alaska,Fairbanks North Star,Yes
IL,Illinois,Tazewell,
IL,Illinois,DuPage,
PA,Pennsylvania,Allegheny,
PA,Pennsylvania,Allegheny,
IN,Indiana,Lake,
NH,New Hampshire,Carroll,
NY,New York,Oneida,
CA,California,Santa Clara,
CA,California,Fresno,
CA,California,Kern,
CA,California,Kern,
MI,Michigan,Missaukee,
MI,Michigan,Alcona,
FL,Florida,Liberty,
PA,Pennsylvania,Carbon,Yes
NJ,New Jersey,Middlesex,
FL,Florida,Duval,
GA,Georgia,Chatham,
SC,South Carolina,Florence,Yes
FL,Florida,Bay,Yes
LA,Louisiana,Jackson,
VA,Virginia,Hopewell City,Yes
TX,Texas,Harris,
CA,California,Contra Costa,
MI,Michigan,Manistee,Yes
CA,California,Los Angeles,
LA,Louisiana,St James,
CA,California,Alameda,
CA,California,San Bernardino,
CA,California,Ventura,
NJ,New Jersey,Bergen,
FL,Florida,Hillsborough,
PA,Pennsylvania,Lancaster,
MI,Michigan,Kent,
CA,California,Monterey,
NH,New Hampshire,Merrimack,
FL,Florida,Hillsborough,
MA,Massachusetts,Essex,
MA,Massachusetts,Worcester,
PA,Pennsylvania,Schuylkill,Yes
MA,Massachusetts,Essex,
CA,California,Shasta,
NY,New York,Westchester,
CT,Connecticut,Fairfield,
FL,Florida,Pinellas,
NJ,New Jersey,Gloucester,
WA,Washington,Spokane,
FL,Florida,Broward,
PA,Pennsylvania,Northampton,Yes
VA,Virginia,Covington City,Yes
IN,Indiana,Tippecanoe,
NM,New Mexico,Bernalillo,
NY,New York,Oswego,
MT,Montana,Yellowstone,
IA,Iowa,Polk,
WI,Wisconsin,Oneida,Yes
IN,Indiana,Tippecanoe,
WI,Wisconsin,Winnebago,
FL,Florida,Hardee,
UT,Utah,Carbon,Yes
